file_path,speaker,file_name,duration_seconds
/Users/gertrudisrms/Documents/Kuliah/Semester 6/Speech Processing/Projek_FInal_Speaker_Identification/data/50_speakers_audio_data/Speaker0037/Speaker0037_053.wav,Speaker0037,Speaker0037_053.wav,60.00036281179138
/Users/gertrudisrms/Documents/Kuliah/Semester 6/Speech Processing/Projek_FInal_Speaker_Identification/data/50_speakers_audio_data/Speaker0037/Speaker0037_047.wav,Speaker0037,Speaker0037_047.wav,60.00036281179138
/Users/gertrudisrms/Documents/Kuliah/Semester 6/Speech Processing/Projek_FInal_Speaker_Identification/data/50_speakers_audio_data/Speaker0037/Speaker0037_046.wav,Speaker0037,Speaker0037_046.wav,60.00036281179138
/Users/gertrudisrms/Documents/Kuliah/Semester 6/Speech Processing/Projek_FInal_Speaker_Identification/data/50_speakers_audio_data/Speaker0037/Speaker0037_052.wav,Speaker0037,Speaker0037_052.wav,60.00036281179138
/Users/gertrudisrms/Documents/Kuliah/Semester 6/Speech Processing/Projek_FInal_Speaker_Identification/data/50_speakers_audio_data/Speaker0037/Speaker0037_044.wav,Speaker0037,Speaker0037_044.wav,60.00036281179138
/Users/gertrudisrms/Documents/Kuliah/Semester 6/Speech Processing/Projek_FInal_Speaker_Identification/data/50_speakers_audio_data/Speaker0037/Speaker0037_050.wav,Speaker0037,Speaker0037_050.wav,60.00036281179138
/Users/gertrudisrms/Documents/Kuliah/Semester 6/Speech Processing/Projek_FInal_Speaker_Identification/data/50_speakers_audio_data/Speaker0037/Speaker0037_051.wav,Speaker0037,Speaker0037_051.wav,60.00036281179138
/Users/gertrudisrms/Documents/Kuliah/Semester 6/Speech Processing/Projek_FInal_Speaker_Identification/data/50_speakers_audio_data/Speaker0037/Speaker0037_045.wav,Speaker0037,Speaker0037_045.wav,60.00036281179138
/Users/gertrudisrms/Documents/Kuliah/Semester 6/Speech Processing/Projek_FInal_Speaker_Identification/data/50_speakers_audio_data/Speaker0037/Speaker0037_041.wav,Speaker0037,Speaker0037_041.wav,60.00036281179138
/Users/gertrudisrms/Documents/Kuliah/Semester 6/Speech Processing/Projek_FInal_Speaker_Identification/data/50_speakers_audio_data/Speaker0037/Speaker0037_054.wav,Speaker0037,Speaker0037_054.wav,8.881632653061224
/Users/gertrudisrms/Documents/Kuliah/Semester 6/Speech Processing/Projek_FInal_Speaker_Identification/data/50_speakers_audio_data/Speaker0037/Speaker0037_040.wav,Speaker0037,Speaker0037_040.wav,60.00036281179138
/Users/gertrudisrms/Documents/Kuliah/Semester 6/Speech Processing/Projek_FInal_Speaker_Identification/data/50_speakers_audio_data/Speaker0037/Speaker0037_042.wav,Speaker0037,Speaker0037_042.wav,60.00036281179138
/Users/gertrudisrms/Documents/Kuliah/Semester 6/Speech Processing/Projek_FInal_Speaker_Identification/data/50_speakers_audio_data/Speaker0037/Speaker0037_043.wav,Speaker0037,Speaker0037_043.wav,60.00036281179138
/Users/gertrudisrms/Documents/Kuliah/Semester 6/Speech Processing/Projek_FInal_Speaker_Identification/data/50_speakers_audio_data/Speaker0037/Speaker0037_018.wav,Speaker0037,Speaker0037_018.wav,60.00036281179138
/Users/gertrudisrms/Documents/Kuliah/Semester 6/Speech Processing/Projek_FInal_Speaker_Identification/data/50_speakers_audio_data/Speaker0037/Speaker0037_030.wav,Speaker0037,Speaker0037_030.wav,60.00036281179138
/Users/gertrudisrms/Documents/Kuliah/Semester 6/Speech Processing/Projek_FInal_Speaker_Identification/data/50_speakers_audio_data/Speaker0037/Speaker0037_024.wav,Speaker0037,Speaker0037_024.wav,60.00036281179138
/Users/gertrudisrms/Documents/Kuliah/Semester 6/Speech Processing/Projek_FInal_Speaker_Identification/data/50_speakers_audio_data/Speaker0037/Speaker0037_025.wav,Speaker0037,Speaker0037_025.wav,60.00036281179138
/Users/gertrudisrms/Documents/Kuliah/Semester 6/Speech Processing/Projek_FInal_Speaker_Identification/data/50_speakers_audio_data/Speaker0037/Speaker0037_031.wav,Speaker0037,Speaker0037_031.wav,60.00036281179138
/Users/gertrudisrms/Documents/Kuliah/Semester 6/Speech Processing/Projek_FInal_Speaker_Identification/data/50_speakers_audio_data/Speaker0037/Speaker0037_019.wav,Speaker0037,Speaker0037_019.wav,60.00036281179138
/Users/gertrudisrms/Documents/Kuliah/Semester 6/Speech Processing/Projek_FInal_Speaker_Identification/data/50_speakers_audio_data/Speaker0037/Speaker0037_027.wav,Speaker0037,Speaker0037_027.wav,60.00036281179138
/Users/gertrudisrms/Documents/Kuliah/Semester 6/Speech Processing/Projek_FInal_Speaker_Identification/data/50_speakers_audio_data/Speaker0037/Speaker0037_033.wav,Speaker0037,Speaker0037_033.wav,60.00036281179138
/Users/gertrudisrms/Documents/Kuliah/Semester 6/Speech Processing/Projek_FInal_Speaker_Identification/data/50_speakers_audio_data/Speaker0037/Speaker0037_032.wav,Speaker0037,Speaker0037_032.wav,60.00036281179138
/Users/gertrudisrms/Documents/Kuliah/Semester 6/Speech Processing/Projek_FInal_Speaker_Identification/data/50_speakers_audio_data/Speaker0037/Speaker0037_026.wav,Speaker0037,Speaker0037_026.wav,60.00036281179138
/Users/gertrudisrms/Documents/Kuliah/Semester 6/Speech Processing/Projek_FInal_Speaker_Identification/data/50_speakers_audio_data/Speaker0037/Speaker0037_022.wav,Speaker0037,Speaker0037_022.wav,60.00036281179138
/Users/gertrudisrms/Documents/Kuliah/Semester 6/Speech Processing/Projek_FInal_Speaker_Identification/data/50_speakers_audio_data/Speaker0037/Speaker0037_036.wav,Speaker0037,Speaker0037_036.wav,60.00036281179138
/Users/gertrudisrms/Documents/Kuliah/Semester 6/Speech Processing/Projek_FInal_Speaker_Identification/data/50_speakers_audio_data/Speaker0037/Speaker0037_037.wav,Speaker0037,Speaker0037_037.wav,60.00036281179138
/Users/gertrudisrms/Documents/Kuliah/Semester 6/Speech Processing/Projek_FInal_Speaker_Identification/data/50_speakers_audio_data/Speaker0037/Speaker0037_023.wav,Speaker0037,Speaker0037_023.wav,60.00036281179138
/Users/gertrudisrms/Documents/Kuliah/Semester 6/Speech Processing/Projek_FInal_Speaker_Identification/data/50_speakers_audio_data/Speaker0037/Speaker0037_035.wav,Speaker0037,Speaker0037_035.wav,60.00036281179138
/Users/gertrudisrms/Documents/Kuliah/Semester 6/Speech Processing/Projek_FInal_Speaker_Identification/data/50_speakers_audio_data/Speaker0037/Speaker0037_021.wav,Speaker0037,Speaker0037_021.wav,60.00036281179138
/Users/gertrudisrms/Documents/Kuliah/Semester 6/Speech Processing/Projek_FInal_Speaker_Identification/data/50_speakers_audio_data/Speaker0037/Speaker0037_009.wav,Speaker0037,Speaker0037_009.wav,60.00036281179138
/Users/gertrudisrms/Documents/Kuliah/Semester 6/Speech Processing/Projek_FInal_Speaker_Identification/data/50_speakers_audio_data/Speaker0037/Speaker0037_008.wav,Speaker0037,Speaker0037_008.wav,60.00036281179138
/Users/gertrudisrms/Documents/Kuliah/Semester 6/Speech Processing/Projek_FInal_Speaker_Identification/data/50_speakers_audio_data/Speaker0037/Speaker0037_020.wav,Speaker0037,Speaker0037_020.wav,60.00036281179138
/Users/gertrudisrms/Documents/Kuliah/Semester 6/Speech Processing/Projek_FInal_Speaker_Identification/data/50_speakers_audio_data/Speaker0037/Speaker0037_034.wav,Speaker0037,Speaker0037_034.wav,60.00036281179138
/Users/gertrudisrms/Documents/Kuliah/Semester 6/Speech Processing/Projek_FInal_Speaker_Identification/data/50_speakers_audio_data/Speaker0037/Speaker0037_039.wav,Speaker0037,Speaker0037_039.wav,60.00036281179138
/Users/gertrudisrms/Documents/Kuliah/Semester 6/Speech Processing/Projek_FInal_Speaker_Identification/data/50_speakers_audio_data/Speaker0037/Speaker0037_011.wav,Speaker0037,Speaker0037_011.wav,60.00036281179138
/Users/gertrudisrms/Documents/Kuliah/Semester 6/Speech Processing/Projek_FInal_Speaker_Identification/data/50_speakers_audio_data/Speaker0037/Speaker0037_005.wav,Speaker0037,Speaker0037_005.wav,60.00036281179138
/Users/gertrudisrms/Documents/Kuliah/Semester 6/Speech Processing/Projek_FInal_Speaker_Identification/data/50_speakers_audio_data/Speaker0037/Speaker0037_004.wav,Speaker0037,Speaker0037_004.wav,60.00036281179138
/Users/gertrudisrms/Documents/Kuliah/Semester 6/Speech Processing/Projek_FInal_Speaker_Identification/data/50_speakers_audio_data/Speaker0037/Speaker0037_010.wav,Speaker0037,Speaker0037_010.wav,60.00036281179138
/Users/gertrudisrms/Documents/Kuliah/Semester 6/Speech Processing/Projek_FInal_Speaker_Identification/data/50_speakers_audio_data/Speaker0037/Speaker0037_038.wav,Speaker0037,Speaker0037_038.wav,60.00036281179138
/Users/gertrudisrms/Documents/Kuliah/Semester 6/Speech Processing/Projek_FInal_Speaker_Identification/data/50_speakers_audio_data/Speaker0037/Speaker0037_006.wav,Speaker0037,Speaker0037_006.wav,60.00036281179138
/Users/gertrudisrms/Documents/Kuliah/Semester 6/Speech Processing/Projek_FInal_Speaker_Identification/data/50_speakers_audio_data/Speaker0037/Speaker0037_012.wav,Speaker0037,Speaker0037_012.wav,60.00036281179138
/Users/gertrudisrms/Documents/Kuliah/Semester 6/Speech Processing/Projek_FInal_Speaker_Identification/data/50_speakers_audio_data/Speaker0037/Speaker0037_013.wav,Speaker0037,Speaker0037_013.wav,60.00036281179138
/Users/gertrudisrms/Documents/Kuliah/Semester 6/Speech Processing/Projek_FInal_Speaker_Identification/data/50_speakers_audio_data/Speaker0037/Speaker0037_007.wav,Speaker0037,Speaker0037_007.wav,60.00036281179138
/Users/gertrudisrms/Documents/Kuliah/Semester 6/Speech Processing/Projek_FInal_Speaker_Identification/data/50_speakers_audio_data/Speaker0037/Speaker0037_003.wav,Speaker0037,Speaker0037_003.wav,60.00036281179138
/Users/gertrudisrms/Documents/Kuliah/Semester 6/Speech Processing/Projek_FInal_Speaker_Identification/data/50_speakers_audio_data/Speaker0037/Speaker0037_017.wav,Speaker0037,Speaker0037_017.wav,60.00036281179138
/Users/gertrudisrms/Documents/Kuliah/Semester 6/Speech Processing/Projek_FInal_Speaker_Identification/data/50_speakers_audio_data/Speaker0037/Speaker0037_016.wav,Speaker0037,Speaker0037_016.wav,60.00036281179138
/Users/gertrudisrms/Documents/Kuliah/Semester 6/Speech Processing/Projek_FInal_Speaker_Identification/data/50_speakers_audio_data/Speaker0037/Speaker0037_002.wav,Speaker0037,Speaker0037_002.wav,60.00036281179138
